mean:0.241741,,,,,,,,,,,,,,,,,,,,
0.2158, [[0.34441027131422136, 0.0], [0.0, 0.5385005389696172], [0.3044300923894396, 0.31763886430063343], [0.10830425744547946, 0.5100758229854687], [0.2931742467689339, 0.0], [0.0, 0.498497328929987], [4.603933941308104e-05, 0.4983589405548216], [0.28150727042365387, 0.0], [0.1986755895375614, 0.0], [0.08575813522995099, 0.0]]
0.2911, [[0.0832917420470971, 0.4952021479524437], [0.0, 0.5398839101717307], [0.4254, 0.41883193319416273], [0.0, 0.5228529141347429], [0.0, 0.527493537648613], [0.3997941480605712, 0.0], [0.3902833239607775, 0.0], [0.41325182711820485, 0.0], [0.0861527581392076, 0.0], [0.04252719552088843, 0.0]]
0.5728, [[0.0, 0.5447605545571245], [1.0, 0.40162202087683163], [0.07990456207597778, 0.4856999920739767], [0.0, 0.5342989141347428], [0.38060804757107347, 0.0], [0.09863599616869224, 0.18813402087682515], [0.05647711536310989, 0.41360007933195175], [0.0, 0.5033862826948481], [0.33256970644070294, 0.0], [0.010582471016564673, 0.3890767139874842]]
0.2181, [[0.0, 0.5870086036315323], [0.23589916868861954, 0.5237714029062093], [0.25867581084115143, 0.0], [0.0, 0.5360700290620873], [0.0, 0.5732970491585488], [0.25367828847555396, 0.0], [0.0, 0.5149565759577281], [0.14897874431892408, 0.0], [0.0, 0.5006400422721272], [0.0, 0.4937531704095111]]
0.3704, [[0.8067838602251652, 0.2540513277661922], [0.09131574120198174, 0.5122162298546898], [0.4254, 0.0], [0.0, 0.5032132972258914], [0.04747313598357123, 0.31318191231732373], [0.42433408421047214, 0.0], [0.0, 0.4975734583883753], [0.34480312956233994, 0.0], [0.0, 0.0], [0.0, 0.4862409881109646]]
0.1166, [[0.4140192711377849, 0.0], [0.3622898897227673, 0.0], [0.21302202791447547, 0.0], [0.17634736031817344, 0.0], [0.09659711113753304, 0.0], [0.07930605066360533, 0.0], [0.07384710041888873, 0.0], [0.07130178265418372, 0.38068447599165167], [0.06479708169993699, 0.0], [0.06362636706914215, 0.0]]
0.2425, [[0.36134885717494947, 0.0], [0.2817813575735038, 0.0], [0.277103603549398, 0.5127341611624836], [0.0, 0.5430199445178334], [0.22980529772362154, 0.0], [0.007024287784767568, 0.0], [0.11008663758562176, 0.0], [0.0, 0.5306477675033028], [0.14473660883904077, 0.0], [0.010391736610424356, 0.0]]
0.3947, [[0.0, 0.5404674478203435], [0.38028827922958186, 0.5125319603698809], [0.3240090511270552, 0.5247770250990753], [0.7687297189765332, 0.13856562421712112], [0.4254, 0.16142776200417913], [0.0, 0.5402660158520481], [0.06465896368169727, 0.5222883408190226], [0.09044757080161736, 0.5005400951122858], [0.3034616511266365, 0.2555555490605543], [0.4254, 0.0]]
0.139, [[0.06367240640855572, 0.5143297278731841], [0.0, 0.5369587899603705], [0.4254, 0.0], [0.0, 0.4878529564068695], [0.0, 0.5182702087186266], [0.3167548778943599, 0.0], [0.0, 0.4586355532359153], [0.30104968420795664, 0.0], [0.27773400399405235, 0.0], [0.2685246757590939, 0.0]]
0.3698, [[0.6370666901592337, 0.0], [0.0, 0.5461312759948653], [0.5231622605912939, 0.0], [0.0, 0.5442897150192554], [0.4786152658640824, 0.5046197331572], [0.0, 0.532569571994716], [0.4474624688757952, 0.0], [0.0, 0.5221594346103043], [0.4254, 0.0], [0.4254, 0.0]]
0.1049, [[0.0, 0.49661960369881125], [0.4254, 0.0], [0.0, 0.5029272945838835], [0.0, 0.5234021109643334], [0.4254, 0.0], [0.0, 0.5014001532364603], [0.10370032350415222, 0.0], [0.0, 0.4987717992073977], [0.07197264159991978, 0.0], [0.02723555778719437, 0.0]]
0.2166, [[0.0, 0.5929910287865381], [0.3157042104866017, 0.0072222881002196055], [0.22001125023564963, 0.26058481419624135], [0.20624293907485253, 0.0], [0.15520510445875396, 0.41612230897704733], [0.09371636389995952, 0.0], [0.0850017746538758, 0.03934779540709634], [0.42579095792742105, 0.11284698538621839], [0.3244841355201289, 0.0], [0.016738588400968344, 0.0]]
0.2362, [[0.3950067591765256, 0.2542488517745301], [0.00163110802492708, 0.5200438863936593], [0.0, 0.5322417965653896], [0.0, 0.5439252888318357], [0.18574391847791505, 0.42518815448852826], [0.2868793785607135, 0.0], [0.0, 0.5260199577278735], [0.0, 0.5275199339498017], [0.0, 0.5131959682959053], [0.0, 0.51848957992074]]
0.3137, [[0.4254, 0.4971339471598414], [0.4254, 0.19080312734865013], [0.32239193694294066, 0.2372060751565825], [0.1611577784385904, 0.4886902060766188], [0.4254, 0.0], [0.37430404312452425, 0.0], [0.15689283577870636, 0.4961798361955092], [0.4254, 0.0], [0.0, 0.11808896868476544], [0.1617051507585757, 0.0]]
0.3917, [[0.5360834690039646, 0.502175128137385], [0.25100137064535233, 0.5093813183619557], [0.5561855153697675, 0.030079361169109572], [0.1489103227789253, 0.5234733553500661], [0.41112308358770316, 0.36372779958247087], [0.4254, 0.33610989144051234], [0.0, 0.523004116248349], [0.0, 0.5208060475561432], [0.0, 0.5191202721268167], [0.04844653915973775, 0.5034611149273452]]
0.3435, [[0.4254, 0.23068271816285146], [0.0, 0.526129387054161], [0.4254, 0.32806205427974705], [0.4254, 0.44468731941545875], [0.3741944082645845, 0.5116744649933956], [0.6668435181984176, 0.0], [0.38588879332484977, 0.322500993736955], [0.0, 0.5034308745046239], [0.4254, 0.0], [0.0, 0.49227215852047534]]
